,ICAO,lat,long
1935,FAHG,-26.506,28.394
1942,FAHO,-27.278,27.996
1944,FAHR,-28.235,29.106
1945,FAHS,-24.369,31.049
1948,FAHV,-30.562,25.528
1950,FAJS,-26.139,28.246
1953,FAKD,-26.871,26.718
1956,FAKG,-26.093,29.455
1960,FAKL,-26.252,29.194
1961,FAKM,-28.803,24.765
1963,FAKP,-25.441,31.93
1964,FAKR,-26.081,27.726
1965,FAKS,-27.661,27.316
1967,FAKU,-27.457,23.411
1971,FAKZ,-29.688,17.094
1972,FALA,-25.938,27.926
1973,FALB,-29.181,27.453
1976,FALI,-26.176,26.184
1981,FALT,-23.16,29.696
1982,FALW,-32.969,18.16
1983,FALY,-28.582,29.75
1986,FAMB,-25.685,29.44
1991,FAMG,-30.857,30.343
1993,FAMI,-24.989,29.283
1994,FAMJ,-27.079,29.778
1995,FAMK,-25.753,25.612
1997,FAMM,-25.798,25.548
1998,FAMN,-25.473,31.566
2003,FAMS,-22.356,29.986
2005,FAMU,-27.626,32.044
2010,FANC,-27.771,29.977
2014,FANS,-25.501,30.913
2016,FANY,-24.686,28.435
2018,FAOB,-34.555,20.25
2023,FAOH,-33.607,22.189
2038,FAPB,-23.845,29.459
2041,FAPE,-33.985,25.617
2043,FAPG,-34.09,23.328
2044,FAPH,-23.937,31.155
2045,FAPI,-23.926,29.484
2046,FAPJ,-31.606,29.52
2049,FAPM,-29.649,30.399
2050,FAPN,-25.334,27.173
2052,FAPP,-24.23,28.984
2053,FAPQ,-25.847,23.538
2054,FAPS,-26.671,27.082
2058,FAPY,-26.889,27.503
2060,FAQT,-31.92,26.882
2061,FARB,-28.741,32.092
2064,FARG,-25.644,27.271
2070,FARS,-33.812,19.903
2074,FASB,-29.689,17.939
2075,FASC,-26.524,29.17
2076,FASD,-32.964,17.969
2080,FASI,-26.248,28.398
2081,FASK,-25.809,28.164
2089,FASS,-27.648,22.999
2091,FASU,-25.961,29.209
2094,FASZ,-24.961,31.589
2097,FATF,-28.26,22.993
2098,FATH,-23.079,30.383
2101,FATN,-29.319,26.823
2102,FATP,-29.033,26.157
2104,FATT,-26.776,29.339
2105,FATZ,-23.824,30.329
2109,FAUL,-28.321,31.416
2110,FAUP,-28.401,21.261
2113,FAUT,-31.548,28.674
2115,FAVB,-26.982,24.729
2119,FAVG,-29.771,31.058
2121,FAVP,-26.692,27.778
2122,FAVR,-31.641,18.545
2124,FAVV,-26.566,27.961
2126,FAVY,-27.787,30.795
2128,FAWB,-25.654,28.224
2133,FAWI,-25.832,29.192
2134,FAWK,-25.83,28.222
2136,FAWM,-27.998,26.669
2141,FAWS,-27.847,26.35
2144,FAYP,-33.9,18.498
2147,FAZR,-25.599,26.042
2149,FBFT,-21.159,27.474
2152,FBJW,-24.602,24.691
2153,FBKE,-17.833,25.162
2161,FBMN,-19.972,23.431
2167,FBOR,-21.266,25.32
2172,FBSK,-24.555,25.918
2173,FBSP,-22.058,27.829
2183,FCBB,-4.252,15.253
2215,FCOI,1.589,18.047
2218,FCOM,-0.021,15.575
2219,FCOO,-0.531,15.95
2222,FCOU,1.616,16.038
2223,FCPA,-3.483,12.617
2225,FCPD,-4.208,12.661
2234,FCPP,-4.813,11.886
2240,FDMS,-26.529,31.308
2248,FEFF,4.398,18.519
2249,FEFG,4.784,22.781
2250,FEFI,10.236,22.717
2252,FEFM,5.847,20.649
2253,FEFN,8.427,20.635
2254,FEFO,5.958,15.637
2255,FEFR,6.528,21.989
2257,FEFT,4.221,15.786
2258,FEFY,45.154,-89.111
2261,FGBT,1.905,9.806
2262,FGSL,3.755,8.709
2263,FHAW,-7.969,-14.394
2264,FIMP,-20.43,57.683
2265,FIMR,-19.758,63.362
2266,FJDG,-7.313,72.411
2274,FKKC,4.089,9.36
2275,FKKD,4.006,9.719
2280,FKKI,4.473,14.364
2282,FKKL,10.451,14.257
2283,FKKM,5.637,10.751
2284,FKKN,7.357,13.559
2286,FKKR,9.336,13.37
2289,FKKU,5.537,10.354
2290,FKKV,6.039,10.123
2292,FKKY,3.835,11.524
2313,FLKE,-12.573,27.894
2317,FLKL,-14.997,22.648
2326,FLLI,-17.822,25.822
2329,FLLS,-15.331,28.453
2332,FLMA,-11.138,28.875
2335,FLMF,-13.259,31.936
2336,FLMG,-15.254,23.162
2339,FLML,-12.565,28.299
2348,FLND,-12.998,28.665
2364,FLSO,-12.9,28.15
2376,FLZB,-13.539,23.11
2377,FMCH,-11.534,43.272
2378,FMCI,-12.298,43.766
2379,FMCN,-11.711,43.244
2380,FMCV,-12.132,44.43
2381,FMCZ,-12.805,45.281
2382,FMEE,-20.887,55.51
2383,FMEP,-21.321,55.425
2388,FMMI,-18.797,47.479
2392,FMMN,-19.563,45.451
2397,FMMS,-17.094,49.816
2398,FMMT,-18.109,49.392
2400,FMMV,-20.285,44.318
2404,FMNA,-12.349,49.292
2405,FMNC,-16.164,49.774
2406,FMND,-14.652,49.621
2407,FMNE,-13.188,48.988
2410,FMNH,-14.999,50.32
2413,FMNL,-14.629,47.764
2414,FMNM,-15.667,46.352
2415,FMNN,-13.312,48.314
2418,FMNQ,-16.742,44.481
2419,FMNR,-15.437,49.688
2420,FMNS,-14.279,50.175
2422,FMNV,-13.376,50.003
2423,FMNW,-14.899,47.994
2425,FMNZ,-13.485,48.633
2429,FMSD,-25.038,46.956
2431,FMSF,-21.441,47.112
2432,FMSG,-22.805,47.821
2435,FMSK,-22.12,48.022
2437,FMSM,-21.202,48.358
2440,FMSR,-21.754,43.375
2441,FMST,-23.383,43.728
2446,FNBC,-6.27,14.247
2447,FNBG,-12.609,13.404
2448,FNCA,-5.597,12.188
2451,FNCH,-7.357,20.804
2454,FNCX,-8.374,18.924
2455,FNCZ,-11.894,22.916
2457,FNGI,-17.045,15.687
2459,FNHU,-12.809,15.76
2460,FNKU,-12.404,16.947
2461,FNLB,-12.371,13.536
2462,FNLU,-8.858,13.231
2463,FNMA,-9.525,16.312
2464,FNME,-14.658,17.72
2465,FNMO,-15.261,12.147
2467,FNNG,-7.754,15.287
2468,FNPA,-10.722,13.765
2470,FNSA,-9.689,20.432
2471,FNSO,-6.141,12.372
2472,FNTO,-7.147,14.248
2475,FNUE,-11.768,19.898
2476,FNUG,-7.603,15.028
2478,FNXA,-16.755,14.965
2487,FOGO,1.541,11.581
2488,FOGQ,-0.665,13.673
2489,FOGR,-0.704,10.246
2493,FOOB,2.076,11.493
2494,FOOD,-1.537,13.269
2496,FOOG,-0.712,8.754
2497,FOOH,-1.575,9.263
2499,FOOK,0.579,12.891
2500,FOOL,0.458,9.412
2501,FOOM,0.776,11.553
2502,FOON,-1.656,13.438
2503,FOOR,-0.826,12.747
2505,FOOT,-2.889,10.919
2509,FPPR,1.663,7.412
2510,FPST,0.378,6.712
2512,FQBR,-19.796,34.907
2513,FQCB,-14.82,36.532
2514,FQCH,-19.151,33.429
2515,FQES,-15.734,32.757
2518,FQIN,-23.876,35.408
2519,FQLC,-13.274,35.266
2520,FQLU,-15.033,40.672
2521,FQMA,-25.921,32.573
2522,FQMD,-11.673,39.563
2523,FQMP,-11.362,40.355
2524,FQMR,-13.225,37.552
2526,FQNC,-14.488,40.712
2527,FQNP,-15.106,39.282
2528,FQPB,-12.987,40.522
2530,FQQL,-17.856,36.869
2531,FQSG,-15.602,32.773
2532,FQTT,-16.105,33.64
2533,FQUG,-14.704,34.352
2534,FQVL,-22.018,35.313
2536,FSAL,-7.005,52.726
2538,FSDR,-5.696,53.654
2539,FSFA,-10.109,51.176
2540,FSIA,-4.674,55.522
2543,FSPP,-4.319,55.691
2546,FSSC,-7.164,56.264
2550,FTTA,9.151,18.379
2552,FTTC,13.847,20.844
2553,FTTD,8.62,16.068
2558,FTTJ,12.134,15.034
2563,FTTP,9.379,14.926
2567,FTTY,17.917,19.111
2572,FVBU,-20.017,28.618
2574,FVCP,-17.751,30.924
2575,FVCZ,-21.008,31.578
2576,FVFA,-18.096,25.839
2578,FVGR,-18.977,32.451
2580,FVHA,-17.932,31.093
2583,FVKB,-16.52,28.885
2585,FVMT,-17.432,32.184
2586,FVMU,-18.998,32.627
2587,FVMV,-20.055,30.859
2589,FVSH,-20.289,30.088
2591,FVTL,-19.437,29.862
2592,FVWN,-18.63,27.021
2593,FVZC,-19.029,29.722
2598,FWCL,-15.679,34.974
2604,FWKA,-9.953,33.893
2606,FWKG,-13.014,33.468
2612,FWMG,30.838,-85.182
2618,FWUU,-11.445,34.012
2631,FXMM,-29.462,27.553
2636,FXMU,-29.304,27.503
2652,FZAA,-4.386,15.444
2653,FZAB,-4.325,15.328
2657,FZAG,-5.931,12.352
2659,FZAI,-5.918,12.447
2662,FZAM,-5.799,13.441
2684,FZBO,-3.311,17.382
2692,FZCA,-5.036,18.786
2727,FZEA,0.022,18.289
2738,FZFD,4.253,20.975
2744,FZFK,3.235,19.771
2747,FZFP,4.158,21.651
2754,FZGA,2.171,21.497
2766,FZIA,0.518,25.155
2774,FZJH,2.827,27.588
2778,FZKA,1.566,30.221
2783,FZKJ,2.818,24.794
2787,FZMA,-2.309,28.809
2793,FZNA,-1.671,29.238
2802,FZOA,-2.919,25.915
2816,FZQA,-11.591,27.531
2824,FZQM,-10.766,25.506
2833,FZRF,-5.876,29.25
2841,FZSA,-8.642,25.253
2850,FZTL,-9.469,25.759
2852,FZUA,-5.9,22.469
2888,FZWA,-6.121,23.569
2902,GABS,12.533,-7.95
2908,GAGO,16.248,-0.005
2917,GAKY,14.431,-11.439
2919,GAMB,14.513,-4.079
2923,GANR,15.239,-9.576
2927,GATB,16.73,-3.007
2929,GATS,20.246,0.981
2931,GBYD,13.338,-16.652
2932,GCFV,28.453,-13.864
2933,GCHI,27.815,-17.887
2934,GCLA,28.626,-17.756
2935,GCLP,27.932,-15.386
2936,GCRR,28.945,-13.605
2937,GCTS,28.044,-16.572
2938,GCXO,28.482,-16.341
2940,GEML,35.28,-2.956
2944,GFHA,8.394,-13.128
2947,GFLL,8.616,-13.195
2957,GGCF,11.288,-15.181
2968,GGOV,11.895,-15.654
2979,GLMR,6.289,-10.759
2981,GLRB,6.234,-10.362
2986,GMAA,30.381,-9.546
2987,GMAT,28.448,-11.161
2990,GMFF,33.927,-4.978
2991,GMFI,33.505,-5.153
2992,GMFK,31.949,-4.401
2993,GMFM,33.879,-5.515
2994,GMFN,35.153,-2.92
2995,GMFO,34.787,-1.924
3000,GMMC,33.553,-7.661
3002,GMME,34.051,-6.751
3003,GMMF,29.369,-10.18
3004,GMMI,31.404,-9.685
3007,GMMN,33.368,-7.588
3011,GMMX,31.607,-8.036
3012,GMMY,34.299,-6.596
3013,GMMZ,30.939,-6.909
3014,GMTA,35.177,-3.839
3015,GMTN,35.594,-5.32
3016,GMTT,35.727,-5.917
3017,GOGG,12.556,-16.282
3018,GOGK,12.88,-14.955
3019,GOGS,12.41,-16.746
3022,GOOK,14.147,-16.051
3023,GOOY,14.739,-17.49
3027,GOSS,16.05,-16.461
3028,GOTB,14.847,-12.468
3029,GOTK,12.572,-12.22
3032,GOTT,13.737,-13.653
3033,GQNA,16.711,-9.638
3036,GQND,18.57,-11.423
3038,GQNF,16.59,-11.406
3039,GQNI,16.622,-7.314
3041,GQNK,16.159,-13.508
3044,GQNN,18.098,-15.948
3046,GQNS,15.179,-12.207
3049,GQPA,20.507,-13.043
3051,GQPP,20.928,-17.031
3052,GQPT,25.237,-11.589
3056,GUFA,10.351,-13.569
3057,GUFH,10.036,-10.77
3061,GULB,11.326,-12.287
3062,GUMA,8.481,-9.526
3063,GUNZ,7.806,-8.702
3069,GVAC,16.741,-22.949
3070,GVBA,16.137,-22.889
3071,GVFM,14.924,-23.493
3072,GVMA,15.156,-23.214
3076,GVSN,16.588,-24.284
3077,GVSV,16.834,-25.057
3079,HAAB,8.977,38.8
3082,HAAL,9.004,38.726
3089,HABD,11.608,37.321
3100,HADR,9.625,41.854
3106,HAGM,8.128,34.563
3107,HAGN,12.518,37.432
3111,HAHM,8.716,39.008
3115,HAJM,7.666,36.816
3118,HALL,11.975,38.98
3121,HAMK,13.467,39.533
3140,HBBA,-3.324,29.318
3148,HCMB,3.099,43.624
3154,HCMH,9.518,44.089
3155,HCMI,10.389,44.941
3157,HCMK,-0.377,42.459
3159,HCMM,2.014,45.305
3167,HEAR,31.073,33.836
3168,HEAT,27.046,31.012
3169,HEAX,31.184,29.949
3170,HEBL,22.376,31.612
3171,HECA,30.122,31.406
3172,HECW,30.116,30.915
3173,HEEM,30.074,31.192
3174,HEGN,27.184,33.798
3175,HEGR,31.069,34.129
3177,HELX,25.671,32.706
3178,HEMM,31.325,27.222
3180,HEPS,31.279,32.24
3182,HESC,28.685,34.063
3183,HESN,23.964,32.82
3184,HETR,28.209,33.645
3190,HKEL,0.404,35.238
3194,HKGA,-0.463,39.648
3198,HKIS,0.339,37.591
3201,HKKG,0.271,34.787
3202,HKKI,-0.086,34.729
3206,HKKT,0.972,34.958
3208,HKLK,4.204,34.348
3209,HKLO,3.122,35.609
3211,HKLU,-2.252,40.913
3212,HKLY,2.763,36.718
3213,HKMA,3.934,41.844
3214,HKMB,2.345,37.999
3217,HKMK,0.23,38.17
3218,HKML,-3.229,40.102
3219,HKMO,-4.035,39.594
3223,HKMY,3.47,39.101
3225,HKNI,-0.369,36.98
3228,HKNV,-0.788,36.433
3229,HKNW,-1.322,36.815
3230,HKNY,-0.061,37.039
3231,HKRE,-1.277,36.862
3235,HKWJ,1.733,40.091
3236,HLFL,28.795,22.081
3237,HLGL,28.638,21.438
3238,HLGT,25.146,10.143
3239,HLKF,24.179,23.314
3240,HLLB,32.097,20.269
3242,HLLQ,32.789,21.964
3243,HLLS,26.987,14.473
3244,HLLT,32.663,13.159
3245,HLMB,30.378,19.576
3246,HLNF,30.5,18.527
3247,HLON,29.11,15.966
3248,HLRA,29.47,17.931
3251,HLTD,30.152,9.715
3252,HLZA,28.59,17.294
3253,HRYG,-1.677,29.259
3257,HRYR,-1.969,30.139
3259,HRZA,-2.462,28.908
3270,HSDN,19.154,30.43
3271,HSDZ,11.786,34.336
3272,HSFS,13.615,25.325
3276,HSKA,15.386,36.328
3289,HSNL,12.054,24.955
3293,HSOB,13.153,30.232
3298,HSSJ,4.872,31.601
3299,HSSM,9.559,31.652
3300,HSSP,19.576,37.216
3301,HSSS,15.589,32.553
3306,HSWW,7.726,27.979
3311,HTAR,-3.368,36.633
3313,HTDA,-6.878,39.203
3314,HTDO,-6.17,35.752
3316,HTIR,-7.669,35.752
3319,HTKJ,-3.429,37.074
3323,HTLM,-3.376,35.818
3327,HTMD,-3.514,33.619
3334,HTMS,-3.363,37.323
3335,HTMT,-10.339,40.182
3337,HTMW,-2.444,32.932
3340,HTNG,-6.717,38.154
3342,HTPE,-5.257,39.811
3351,HTTG,-5.092,39.071
3356,HTZA,-6.222,39.225
3358,HUEN,0.042,32.443
3360,HUGU,2.806,32.272
3371,HUSO,1.728,33.623
3380,KABI,32.411,-99.682
3382,KACK,41.253,-70.06
3383,KACT,31.611,-97.23
3384,KACY,39.458,-74.577
3385,KADM,34.303,-97.019
3386,KADW,38.811,-76.867
3387,KAEX,31.327,-92.548
3389,KAGS,33.37,-81.964
3390,KAKR,41.038,-81.467
3391,KALB,42.748,-73.803
3393,KALI,27.741,-98.027
3394,KAMA,35.219,-101.706
3395,KANB,33.588,-85.858
3396,KAND,34.495,-82.709
3397,KAOO,40.296,-78.32
3398,KAPG,39.466,-76.169
3399,KARA,30.038,-91.884
3400,KART,43.992,-76.022
3401,KATL,33.64,-84.427
3402,KAUG,44.321,-69.797
3403,KAUS,30.194,-97.67
3405,KBAB,39.136,-121.436
3406,KBAD,32.502,-93.663
3407,KBCT,26.378,-80.107
3408,KBDE,48.728,-94.612
3409,KBDL,41.939,-72.683
3410,KBDR,41.163,-73.126
3411,KBED,42.47,-71.289
3412,KBFI,47.53,-122.302
3413,KBFL,35.433,-119.057
3414,KBFM,30.626,-88.068
3415,KBGR,44.807,-68.828
3417,KBHM,33.563,-86.753
3418,KBIF,31.849,-106.38
3419,KBIX,30.411,-88.924
3420,KBKF,39.702,-104.751
3421,KBLI,48.792,-122.537
3422,KBLV,38.545,-89.835
3423,KBNA,36.124,-86.678
3425,KBOI,43.564,-116.223
3426,KBOS,42.364,-71.005
3427,KBPT,29.951,-94.021
3428,KBRO,25.907,-97.426
3430,KBTR,30.533,-91.149
3431,KBTV,44.472,-73.153
3432,KBUF,42.94,-78.732
3433,KBUR,34.201,-118.359
3434,KBWI,39.175,-76.668
3435,KBYH,35.964,-89.943
3436,KBYS,35.28,-116.63
3437,KCAE,33.939,-81.119
3438,KCAR,46.871,-68.018
3439,KCBM,33.644,-88.444
3440,KCDC,37.701,-113.099
3441,KCDS,34.434,-100.288
3442,KCEF,42.198,-72.534
3443,KCEW,30.779,-86.522
3444,KCFD,30.716,-96.331
3446,KCHA,35.035,-85.204
3448,KCHS,32.899,-80.04
3449,KCIC,39.795,-121.858
3450,KCLE,41.412,-81.85
3451,KCLL,30.588,-96.364
3452,KCLT,35.214,-80.943
3453,KCMH,39.998,-82.892
3454,KCNM,32.337,-104.263
3455,KCNW,31.638,-97.074
3456,KCOF,28.235,-80.61
3457,KCOS,38.806,-104.7
3458,KCOT,28.458,-99.22
3459,KCOU,38.818,-92.219
3460,KCPR,42.908,-106.464
3461,KCRP,27.77,-97.501
3462,KCTB,48.608,-112.376
3464,KCVG,39.046,-84.662
3465,KCVS,34.383,-103.322
3466,KCXL,32.669,-115.513
3467,KCXO,30.352,-95.414
3468,KCYS,41.156,-104.812
3469,KDAL,32.847,-96.852
3470,KDAY,39.902,-84.219
3471,KDCA,38.852,-77.037
3474,KDEN,39.858,-104.667
3475,KDET,42.409,-83.01
3476,KDFW,32.896,-97.037
3477,KDHN,31.321,-85.449
3478,KDHT,36.023,-102.547
3479,KDLF,29.359,-100.778
3480,KDLH,46.842,-92.194
3481,KDMA,32.166,-110.883
3483,KDOV,39.13,-75.466
3484,KDPA,41.908,-88.249
3485,KDRI,30.832,-93.34
3486,KDRO,37.151,-107.754
3487,KDRT,29.373,-100.926
3488,KDSM,41.534,-93.663
3489,KDTW,42.212,-83.353
3490,KDUG,31.469,-109.604
3491,KDYS,32.421,-99.854
3492,KECG,36.261,-76.174
3493,KEDW,34.905,-117.884
3494,KEFD,29.607,-95.159
3495,KEGP,28.7,-100.479
3496,KEKN,38.889,-79.857
3497,KELD,33.221,-92.813
3498,KELP,31.807,-106.378
3499,KEND,36.34,-97.916
3500,KENV,40.719,-114.031
3501,KESF,31.395,-92.296
3502,KEWN,35.073,-77.043
3503,KEWR,40.692,-74.169
3504,KEYW,24.556,-81.759
3505,KFAF,37.133,-76.609
3506,KFAT,36.776,-119.718
3507,KFCS,38.678,-104.756
3508,KFFO,39.826,-84.048
3509,KFHU,31.588,-110.344
3510,KFLL,26.072,-80.153
3511,KFLO,34.185,-79.724
3512,KFLV,39.368,-94.914
3513,KFME,39.085,-76.759
3514,KFMH,41.658,-70.521
3515,KFMN,36.741,-108.23
3516,KFMY,26.586,-81.863
3517,KFOD,42.551,-94.193
3518,KFOE,38.951,-95.664
3519,KFOK,40.844,-72.632
3520,KFRI,39.055,-96.764
3521,KFSI,34.65,-98.402
3522,KFSM,35.336,-94.367
3523,KFTK,37.907,-85.972
3524,KFTW,32.82,-97.362
3526,KFXE,26.197,-80.171
3527,KFYV,36.005,-94.17
3528,KGAG,36.295,-99.776
3529,KGCK,37.927,-100.724
3530,KGEG,47.62,-117.534
3532,KGFK,47.949,-97.176
3533,KGGG,32.385,-94.711
3534,KGLS,29.265,-94.86
3535,KGNT,35.165,-107.901
3536,KGNV,29.69,-82.272
3537,KGRB,44.485,-88.129
3538,KGRF,47.079,-122.581
3539,KGRK,31.067,-97.829
3540,KGRR,42.881,-85.523
3541,KGSB,35.339,-77.961
3542,KGTB,44.056,-75.719
3543,KGTF,47.482,-111.371
3544,KGUS,40.648,-86.152
3545,KGVT,33.068,-96.065
3546,KGVW,38.843,-94.561
3547,KGWO,33.494,-90.084
3549,KHBR,34.991,-99.051
3550,KHFD,41.736,-72.65
3551,KHHR,33.923,-118.335
3552,KHIB,47.386,-92.839
3553,KHIF,41.124,-111.973
3554,KHKY,35.741,-81.389
3555,KHLN,46.607,-111.983
3556,KHLR,31.139,-97.714
3557,KHMN,32.852,-106.106
3558,KHOB,32.688,-103.217
3559,KHON,44.385,-98.228
3560,KHOP,36.668,-87.496
3561,KHOU,29.645,-95.279
3562,KHPN,41.067,-73.707
3563,KHRL,26.228,-97.654
3564,KHRO,36.261,-93.155
3565,KHRT,30.428,-86.689
3566,KHST,25.488,-80.384
3568,KHTL,44.36,-84.671
3569,KHUA,34.679,-86.685
3570,KHUF,39.451,-87.307
3571,KHUL,46.123,-67.792
3572,KHVR,48.543,-109.762
3573,KHWO,26.001,-80.24
3574,KIAB,37.623,-97.267
3575,KIAD,38.944,-77.456
3576,KIAG,43.107,-78.946
3577,KIAH,29.98,-95.34
3578,KICT,37.65,-97.433
3579,KIKK,41.071,-87.846
3580,KIKR,35.04,-106.609
3581,KILG,39.679,-75.606
3582,KILM,34.271,-77.903
3583,KIND,39.717,-86.294
3585,KINK,31.779,-103.201
3586,KINL,48.566,-93.403
3587,KINS,36.587,-115.673
3588,KINT,36.134,-80.222
3589,KIPL,32.834,-115.579
3590,KIPT,41.242,-76.921
3591,KISN,48.178,-103.642
3592,KISP,40.795,-73.1
3593,KJAN,32.311,-90.076
3594,KJAX,30.494,-81.688
3595,KJBR,35.832,-90.646
3596,KJFK,40.64,-73.779
3599,KLAN,42.779,-84.587
3600,KLAS,36.08,-115.152
3601,KLAX,33.942,-118.408
3602,KLBB,33.664,-101.823
3603,KLCH,30.126,-93.223
3604,KLCK,39.814,-82.928
3605,KLFI,37.083,-76.36
3606,KLFK,31.234,-94.75
3607,KLFT,30.205,-91.987
3608,KLGA,40.777,-73.872
3609,KLGB,33.818,-118.151
3610,KLHW,31.889,-81.562
3611,KLIT,34.729,-92.224
3613,KLNA,26.593,-80.085
3614,KLNK,40.851,-96.759
3615,KLOU,38.228,-85.664
3616,KLRD,27.544,-99.461
3617,KLRF,34.918,-92.146
3618,KLSF,32.337,-84.991
3619,KLSV,36.236,-115.034
3620,KLTS,34.667,-99.267
3621,KLUF,33.535,-112.383
3622,KLUK,39.103,-84.419
3623,KMAF,31.942,-102.202
3624,KMCC,38.667,-121.401
3625,KMCF,27.849,-82.521
3626,KMCI,39.297,-94.714
3627,KMCN,32.693,-83.649
3628,KMCO,28.429,-81.316
3629,KMDT,40.193,-76.763
3630,KMDW,41.786,-87.752
3631,KMEM,35.042,-89.977
3632,KMER,37.38,-120.568
3633,KMFE,26.176,-98.239
3634,KMGE,33.915,-84.516
3635,KMHR,38.554,-121.297
3636,KMIA,25.793,-80.291
3637,KMIB,48.416,-101.357
3638,KMIV,39.368,-75.072
3639,KMKE,42.947,-87.896
3640,KMKL,35.6,-88.916
3641,KMKO,35.657,-95.361
3642,KMLB,28.103,-80.645
3643,KMLC,34.882,-95.783
3644,KMLT,45.648,-68.686
3645,KMLU,32.511,-92.037
3646,KMMV,45.194,-123.136
3647,KMNM,45.126,-87.638
3648,KMOB,30.691,-88.243
3649,KMOD,37.626,-120.954
3650,KMOT,48.259,-101.28
3651,KMPV,44.203,-72.562
3652,KMQT,46.534,-87.562
3653,KMSN,43.14,-89.337
3654,KMSP,44.88,-93.217
3655,KMSS,44.936,-74.845
3656,KMSY,29.993,-90.258
3657,KMTC,42.613,-82.832
3658,KMUI,40.435,-76.569
3659,KMUO,43.043,-115.872
3660,KMWH,47.208,-119.32
3661,KMWL,32.781,-98.06
3662,KMXF,32.379,-86.362
3663,KMYR,33.68,-78.928
3665,KNBC,32.477,-80.723
3666,KNBG,29.825,-90.035
3669,KNCA,34.708,-77.439
3672,KNEL,40.033,-74.353
3674,KNFL,39.416,-118.701
3675,KNGU,36.938,-76.289
3677,KNHK,38.286,-76.412
3678,KNID,35.688,-117.691
3679,KNIP,30.236,-81.681
3681,KNJK,32.829,-115.672
3682,KNKT,34.902,-76.881
3683,KNKX,32.868,-117.143
3684,KNLC,36.333,-119.952
3686,KNMM,32.552,-88.556
3687,KNOW,48.141,-123.414
3688,KNPA,30.353,-87.319
3689,KNQA,35.357,-89.87
3690,KNQI,27.507,-97.81
3691,KNQX,24.576,-81.689
3693,KNSE,30.724,-87.022
3695,KNTD,34.12,-119.121
3696,KNTK,33.706,-117.827
3697,KNTU,36.821,-76.033
3698,KNUQ,37.415,-122.048
3699,KNUW,48.352,-122.656
3701,KNXP,34.296,-116.162
3702,KNXX,40.2,-75.148
3703,KNYG,38.502,-77.305
3704,KNZC,30.219,-81.876
3706,KNZY,32.699,-117.215
3707,KOAK,37.721,-122.221
3709,KOFF,41.118,-95.913
3710,KOGS,44.682,-75.466
3711,KOKC,35.393,-97.601
3712,KOLS,31.418,-110.848
3713,KOMA,41.302,-95.894
3714,KONT,34.056,-117.601
3715,KOPF,25.907,-80.278
3716,KORD,41.979,-87.904
3717,KORF,36.894,-76.201
3718,KORL,28.545,-81.333
3719,KOSC,44.451,-83.394
3720,KPAE,47.906,-122.281
3721,KPAM,30.07,-85.576
3722,KPBF,34.175,-91.934
3723,KPBG,44.651,-73.468
3724,KPBI,26.683,-80.096
3725,KPDX,45.589,-122.597
3726,KPHF,37.132,-76.493
3727,KPHL,39.872,-75.241
3728,KPHN,42.911,-82.529
3729,KPHX,33.434,-112.008
3730,KPIE,27.911,-82.687
3731,KPIT,40.491,-80.233
3732,KPMB,48.942,-97.241
3733,KPMD,34.629,-118.084
3734,KPNC,36.731,-97.1
3735,KPNE,40.082,-75.011
3736,KPNM,45.56,-93.608
3737,KPNS,30.473,-87.187
3738,KPOB,35.171,-79.014
3739,KPOE,31.045,-93.191
3740,KPQI,46.689,-68.045
3741,KPRC,34.654,-112.419
3742,KPSP,33.829,-116.507
3743,KPSX,28.727,-96.251
3744,KPUB,38.289,-104.496
3745,KPVD,41.724,-71.428
3746,KPWM,43.646,-70.309
3747,KRAL,33.952,-117.445
3748,KRBM,34.85,-92.3
3749,KRCA,44.145,-103.103
3750,KRDR,47.961,-97.401
3751,KRDU,35.877,-78.787
3753,KRIC,37.505,-77.319
3754,KRIU,38.489,-121.102
3755,KRIV,33.881,-117.259
3756,KRME,43.234,-75.407
3757,KRND,29.529,-98.279
3758,KRNO,39.498,-119.768
3759,KROC,43.119,-77.672
3760,KROW,33.301,-104.531
3761,KRSW,26.536,-81.755
3762,KSAC,38.513,-121.493
3763,KSAF,35.617,-106.088
3764,KSAN,32.733,-117.189
3765,KSAT,29.534,-98.47
3766,KSAV,32.127,-81.202
3767,KSAW,46.354,-87.396
3768,KSBO,32.608,-82.369
3769,KSBY,38.34,-75.51
3771,KSCK,37.894,-121.239
3772,KSEA,47.449,-122.309
3773,KSEM,32.344,-86.988
3775,KSFF,47.683,-117.322
3776,KSFO,37.619,-122.375
3778,KSFZ,41.921,-71.491
3779,KSHV,32.446,-93.826
3780,KSJC,37.362,-121.929
3781,KSJT,31.358,-100.496
3782,KSKA,47.615,-117.656
3783,KSKF,29.384,-98.581
3784,KSKY,41.433,-82.652
3785,KSLC,40.788,-111.978
3786,KSMF,38.695,-121.591
3787,KSNA,33.676,-117.868
3788,KSPB,45.773,-122.862
3789,KSPG,27.765,-82.627
3790,KSPS,33.989,-98.492
3791,KSSC,33.973,-80.473
3793,KSTL,38.748,-90.36
3794,KSUU,38.263,-121.927
3795,KSUX,42.402,-96.384
3796,KSVN,32.01,-81.146
3798,KSWF,41.504,-74.105
3800,KSYR,43.111,-76.106
3801,KSZL,38.73,-93.548
3802,KTBN,37.741,-92.141
3803,KTCC,35.183,-103.603
3804,KTCM,47.138,-122.476
