,ICAO,lat,long
5672,NFTF,-21.241,-175.15
5673,NFTL,-19.777,-174.341
5678,NFTV,-18.585,-173.963
5685,NGFU,-8.517,179.217
5691,NGTA,1.381,173.147
5693,NGTE,-1.224,174.776
5700,NIUE,-19.08,-169.926
5702,NLWW,-13.238,-176.199
5705,NSFA,-13.83,-172.008
5708,NSTU,-14.331,-170.71
5709,NTAR,-22.434,-151.361
5710,NTAT,-23.365,-149.524
5711,NTGA,-17.353,-145.51
5712,NTGB,-15.82,-140.887
5713,NTGC,-15.119,-148.231
5715,NTGE,-18.466,-136.439
5716,NTGF,-16.054,-145.657
5718,NTGI,-14.437,-146.07
5719,NTGJ,-23.08,-134.89
5720,NTGK,-15.663,-146.885
5721,NTGM,-16.585,-143.657
5722,NTGN,-14.177,-141.267
5724,NTGP,-14.809,-138.813
5727,NTGT,-14.712,-145.253
5728,NTGU,-15.248,-146.616
5729,NTGV,-14.868,-148.717
5731,NTGY,-20.783,-138.568
5733,NTKR,-14.456,-145.024
5734,NTMD,-8.796,-140.229
5735,NTMN,-9.769,-139.011
5738,NTTB,-16.444,-151.751
5740,NTTG,-14.954,-147.661
5741,NTTH,-16.687,-151.022
5742,NTTM,-17.49,-149.762
5743,NTTO,-18.075,-140.946
5744,NTTP,-16.426,-152.244
5745,NTTR,-16.723,-151.466
5746,NTTX,-21.808,-138.794
5761,NVSS,-15.501,167.222
5776,NVVV,-17.699,168.32
5780,NWWD,-21.053,164.838
5784,NWWK,-20.546,164.256
5785,NWWL,-20.775,167.24
5786,NWWM,-22.258,166.473
5789,NWWR,-21.482,168.037
5791,NWWU,-20.791,165.259
5792,NWWV,-20.641,166.573
5793,NWWW,-22.014,166.213
5795,NZAA,-37.008,174.792
5801,NZAP,-38.74,176.084
5802,NZAR,-37.03,174.973
5817,NZCH,-43.489,172.532
5818,NZCI,-43.81,-176.457
5829,NZDN,-45.928,170.198
5848,NZGS,-38.663,177.978
5849,NZGT,-43.907,170.128
5854,NZHK,-42.714,170.985
5856,NZHN,-37.866,175.332
5857,NZHS,-39.647,176.767
5875,NZKK,-35.263,173.912
5881,NZKT,-35.07,173.285
5890,NZLX,-45.212,169.373
5893,NZMC,-43.765,170.133
5904,NZMO,-45.533,167.65
5908,NZMS,-40.973,175.634
5918,NZNP,-39.009,174.179
5919,NZNS,-41.298,173.221
5920,NZNV,-46.412,168.313
5926,NZOH,-40.206,175.388
5934,NZOU,-44.97,171.082
5938,NZPM,-40.321,175.617
5939,NZPP,-40.905,174.989
5944,NZQN,-45.021,168.739
5952,NZRO,-38.109,176.317
5955,NZRU,-39.446,175.658
5963,NZSP,-90.0,0.0
5967,NZTG,-37.672,176.196
5976,NZTU,-44.303,171.225
5980,NZUK,-44.235,170.118
5985,NZWB,-41.518,173.87
5987,NZWD,-77.883,166.65
5988,NZWF,-44.725,169.243
5989,NZWG,-43.551,172.553
5991,NZWK,-37.921,176.914
5994,NZWN,-41.327,174.805
5995,NZWO,-39.007,177.407
5996,NZWP,-36.788,174.63
5997,NZWR,-35.768,174.365
5998,NZWS,-41.738,171.581
6000,NZWU,-39.962,175.025
6039,OAHR,34.21,62.228
6040,OAJL,34.399,70.499
6044,OAKB,34.566,69.212
6049,OAKN,31.506,65.848
6058,OAMN,35.934,64.759
6059,OAMS,36.707,67.209
6078,OASD,33.391,62.261
6079,OASG,36.75,65.912
6091,OATQ,36.775,69.532
6094,OAUZ,36.665,68.911
6100,OBBI,26.271,50.634
6101,OBBS,25.918,50.591
6137,OEAB,18.24,42.656
6138,OEAH,25.284,49.486
6139,OEBA,20.296,41.634
6140,OEBH,19.984,42.623
6141,OEBQ,25.911,49.591
6142,OEDF,26.471,49.798
6143,OEDR,26.265,50.152
6146,OEGN,16.901,42.586
6147,OEGS,26.303,43.774
6148,OEGT,31.411,37.279
6149,OEHL,27.438,41.686
6151,OEJB,27.039,49.405
6152,OEJF,21.348,39.173
6154,OEJN,21.679,39.156
6157,OEKK,27.901,45.528
6158,OEMA,24.553,39.705
6159,OENG,17.611,44.419
6161,OEPA,28.335,46.125
6162,OEPC,25.174,47.488
6163,OEPF,24.71,44.964
6164,OEPJ,24.107,41.036
6165,OERB,22.703,39.07
6166,OERF,29.626,43.491
6167,OERK,24.957,46.699
6168,OERM,28.079,48.611
6169,OERR,30.907,41.138
6170,OERT,26.723,50.031
6171,OESH,17.467,47.121
6172,OESK,29.785,40.1
6173,OESL,20.465,45.619
6174,OETB,28.365,36.619
6175,OETF,21.483,40.544
6176,OETH,25.214,46.641
6177,OETN,27.869,48.768
6178,OETR,31.692,38.731
6180,OEWD,20.504,45.199
6181,OEWJ,26.198,36.476
6182,OEYN,24.144,38.063
6184,OIAA,30.365,48.233
6186,OIAD,32.434,48.398
6187,OIAG,30.745,49.676
6188,OIAH,30.337,50.828
6189,OIAI,32.002,49.271
6190,OIAJ,30.835,49.535
6193,OIAM,30.556,49.152
6196,OIAW,31.337,48.762
6197,OIBA,25.876,55.033
6198,OIBB,28.945,50.834
6203,OIBH,27.212,54.318
6204,OIBI,27.484,52.618
6205,OIBK,26.527,53.982
6206,OIBL,26.532,54.822
6209,OIBQ,29.259,50.324
6210,OIBS,25.909,54.539
6211,OIBV,26.81,53.356
6215,OICC,34.346,47.156
6216,OICD,32.934,47.483
6221,OICI,33.586,46.405
6223,OICK,33.436,48.286
6231,OICS,35.247,47.007
6240,OIFE,32.929,51.561
6242,OIFH,32.567,51.691
6247,OIFM,32.751,51.862
6250,OIFP,32.621,51.697
6258,OIGG,37.325,49.606
6272,OIHH,34.868,48.552
6277,OIHR,34.14,49.848
6280,OIID,35.703,51.475
6283,OIIG,35.645,51.381
6285,OIII,35.689,51.313
6287,OIIK,36.241,50.047
6292,OIIS,35.591,53.495
6297,OIKB,27.218,56.378
6302,OIKJ,28.727,57.67
6303,OIKK,30.261,56.957
6304,OIKM,29.084,58.45
6307,OIKP,27.158,56.172
6308,OIKQ,26.755,55.902
6309,OIKR,30.298,56.052
6314,OIKY,29.551,55.672
6318,OIMB,32.896,59.276
6319,OIMC,36.501,61.065
6326,OIMJ,36.424,55.106
6329,OIMN,37.493,57.301
6335,OIMT,33.668,56.892
6338,OIMX,37.628,56.173
6345,OINE,37.383,55.452
6346,OING,36.909,54.402
6350,OINM,34.169,51.318
6351,OINN,36.663,51.465
6355,OINR,36.91,50.679
6359,OINZ,36.644,53.188
6364,OISD,28.721,54.441
6366,OISF,28.892,53.723
6369,OISJ,28.586,53.579
6371,OISL,27.674,54.381
6373,OISO,29.754,52.694
6376,OISR,27.371,53.189
6377,OISS,29.539,52.589
6393,OITL,38.326,48.424
6394,OITM,37.349,46.126
6397,OITP,39.604,47.881
6400,OITT,38.133,46.235
6405,OITZ,36.774,48.36
6415,OIYY,31.905,54.276
6418,OIZB,31.097,61.544
6419,OIZC,25.443,60.382
6422,OIZH,29.476,60.906
6423,OIZI,27.236,60.72
6424,OIZJ,25.653,57.799
6434,OJAI,31.722,35.993
6435,OJAM,31.972,35.991
6436,OJAQ,29.611,35.018
6439,OJJR,31.865,35.219
6440,OJMF,32.356,36.259
6441,OKBK,29.227,47.98
6442,OLBA,33.813,35.489
6443,OLKA,34.589,36.011
6444,OMAA,24.433,54.651
6447,OMAD,24.428,54.458
6448,OMAH,24.074,52.463
6449,OMAJ,24.187,52.614
6450,OMAL,24.262,55.609
6451,OMAM,24.248,54.547
6453,OMAR,24.78,52.56
6454,OMAS,25.146,52.874
6455,OMAZ,24.861,53.078
6456,OMDB,25.255,55.364
6457,OMFJ,25.112,56.324
6458,OMRK,25.613,55.939
6459,OMSJ,25.328,55.517
6470,OOKB,26.171,56.241
6472,OOMA,20.675,58.89
6473,OOMS,23.593,58.284
6477,OOSA,17.039,54.091
6479,OOSQ,23.067,57.65
6481,OOTH,17.666,54.024
6486,OPBN,32.972,70.525
6488,OPBW,29.347,71.711
6489,OPCH,35.886,71.801
6493,OPDB,28.875,64.404
6495,OPDG,29.961,70.486
6496,OPDI,31.909,70.896
6498,OPFA,31.365,72.995
6500,OPGD,25.233,62.329
6501,OPGT,35.919,74.334
6502,OPJA,28.284,68.449
6503,OPJI,25.068,61.805
6505,OPKC,24.906,67.161
6506,OPKD,25.318,68.366
6509,OPKH,27.793,66.643
6512,OPKN,28.594,65.425
6514,OPLA,31.521,74.403
6515,OPLH,31.495,74.346
6517,OPMA,33.05,73.638
6518,OPMF,34.338,73.508
6519,OPMI,32.563,71.571
6520,OPMJ,27.335,68.143
6521,OPMK,25.683,69.073
6522,OPMN,33.013,70.064
6523,OPMR,24.893,66.939
6524,OPMT,30.203,71.419
6525,OPNH,26.219,68.39
6526,OPNK,29.538,66.022
6527,OPOK,30.741,73.357
6528,OPOR,25.273,64.588
6529,OPPC,33.902,70.071
6530,OPPG,26.954,64.132
6531,OPPI,25.284,63.333
6533,OPPS,33.994,71.514
6534,OPQS,33.561,73.032
6535,OPQT,30.251,66.938
6536,OPRK,28.385,70.28
6537,OPRN,33.616,73.099
6538,OPRQ,30.758,72.282
6539,OPRS,34.081,71.972
6540,OPRT,33.849,73.798
6542,OPSD,35.335,75.536
6543,OPSK,27.722,68.792
6545,OPSR,32.049,72.665
6546,OPSS,34.813,72.352
6547,OPSU,28.645,69.177
6548,OPSW,31.889,72.309
6549,OPTA,33.986,72.611
6550,OPTH,24.841,68.838
6552,OPTU,25.986,63.03
6553,OPWN,32.305,69.569
6554,OPZB,31.358,69.463
6556,ORBS,33.262,44.234
6557,ORMM,30.549,47.662
6558,OSAP,36.181,37.224
6559,OSDI,33.411,36.516
6560,OSDZ,35.285,40.176
6561,OSKL,37.024,41.194
6562,OSLK,35.401,35.949
6563,OSPR,34.557,38.317
6564,OTBD,25.261,51.565
6565,PAAQ,61.595,-149.089
6566,PABA,70.134,-143.577
6567,PABE,60.78,-161.838
6569,PABI,63.994,-145.721
6571,PABM,59.362,-155.257
6572,PABR,71.285,-156.766
6573,PABT,66.915,-151.528
6574,PACD,55.206,-162.724
6575,PACL,64.301,-149.12
6577,PACV,60.492,-145.477
6578,PACZ,61.78,-166.039
6580,PADK,51.878,-176.646
6581,PADL,59.045,-158.503
6582,PADQ,57.75,-152.494
6583,PADU,53.9,-166.543
6584,PAED,61.251,-149.806
6585,PAEH,58.647,-162.061
6586,PAEI,64.666,-147.101
6587,PAEN,60.573,-151.245
6588,PAFA,64.815,-147.856
6589,PAFB,64.837,-147.614
6590,PAFR,61.266,-149.653
6592,PAGA,64.736,-156.937
6593,PAGK,62.155,-145.456
6594,PAGY,59.46,-135.316
6596,PAHO,59.646,-151.476
6597,PAIL,59.754,-154.911
6598,PAIM,65.993,-153.704
6599,PAJN,58.355,-134.576
6601,PAKN,58.677,-156.649
6602,PAKT,55.356,-131.714
6603,PALU,68.875,-166.11
6604,PAMC,62.953,-155.606
6605,PAMD,59.45,-146.309
6607,PAMR,61.214,-149.846
6608,PANC,61.174,-149.996
6609,PANT,55.042,-131.572
6610,PAOM,64.512,-165.445
6611,PAOR,62.961,-141.929
6612,PAOT,66.884,-162.598
6613,PAPB,56.578,-169.661
6614,PAPM,59.011,-161.819
6615,PASC,70.195,-148.465
6616,PASI,57.047,-135.361
6617,PASN,57.167,-170.22
6618,PASV,61.097,-155.574
6619,PASY,52.712,174.114
6620,PATA,65.174,-152.109
6621,PATC,65.563,-167.922
6622,PATK,62.32,-150.094
6623,PATL,62.894,-155.976
6624,PAUN,63.888,-160.799
6625,PAVD,61.134,-146.248
6627,PAWT,70.613,-159.86
6629,PAYA,59.503,-139.66
6632,PCIS,-2.767,0.0
6633,PFYU,66.571,-145.25
6638,PGRO,14.174,145.243
6639,PGSN,15.119,145.729
6640,PGTW,13.5,144.833
6641,PGUA,13.584,144.93
6642,PGUM,13.484,144.797
6643,PGWT,14.998,145.619
6644,PHBK,22.022,-159.787
6645,PHDH,21.579,-158.21
6648,PHHI,21.483,-158.039
6649,PHHN,20.796,-156.014
6652,PHJH,20.963,-156.674
6655,PHKO,19.739,-156.046
6658,PHLI,21.976,-159.339
6659,PHMK,21.153,-157.096
6661,PHMU,20.001,-155.668
6665,PHNG,21.449,-157.768
6666,PHNL,21.316,-157.927
6667,PHNY,20.786,-156.951
6668,PHOG,20.899,-156.431
6669,PHSF,19.76,-155.554
6670,PHTO,19.72,-155.049
6671,PHUP,20.265,-155.86
6675,PJON,16.729,-169.534
6676,PKMA,11.341,162.328
6677,PKMJ,7.065,171.272
6678,PKRO,9.397,167.471
6679,PKWA,8.72,167.731
6680,PLCH,1.986,-157.35
6684,PMDY,28.201,-177.381
6685,POLI,70.499,-149.879
6686,PPIZ,69.733,-163.005
6687,PTKK,7.462,151.843
6688,PTPN,6.985,158.209
6689,PTRO,7.367,134.544
6690,PTSA,5.357,162.958
6691,PTYA,9.499,138.082
6692,RCBS,24.432,118.359
6694,RCDC,22.672,120.462
6695,RCDI,24.855,121.237
6696,RCFN,22.757,121.093
6699,RCGI,22.674,121.458
6700,RCGM,25.056,121.243
6701,RCKH,22.575,120.351
6702,RCKU,23.462,120.393
6705,RCLG,24.186,120.654
6708,RCLY,22.029,121.527
6710,RCMQ,24.264,120.621
6712,RCMT,26.224,120.002
6713,RCNN,22.95,120.206
6715,RCPO,24.818,120.939
6716,RCQC,23.569,119.628
6717,RCQS,22.793,121.182
6718,RCRA,22.705,120.281
6721,RCSQ,22.7,120.482
6722,RCSS,25.069,121.552
6723,RCTP,25.08,121.232
6725,RCWA,23.371,119.494
6728,RCYU,24.023,121.618
6729,RJAA,35.765,140.386
6730,RJAF,36.167,137.923
6731,RJAH,36.181,140.415
6734,RJAM,24.289,153.979
6738,RJAW,24.784,141.322
6739,RJBD,33.662,135.364
6740,RJBK,34.591,133.933
6742,RJCB,42.733,143.217
6743,RJCC,42.775,141.692
6744,RJCH,41.77,140.822
6745,RJCJ,42.794,141.666
6746,RJCM,43.881,144.164
6747,RJCN,43.577,144.96
6748,RJCO,43.116,141.38
6751,RJCT,42.89,143.158
6752,RJCW,45.404,141.801
6754,RJDB,33.749,129.785
6755,RJDC,33.93,131.279
6759,RJDT,34.285,129.33
6760,RJEB,44.304,143.404
6761,RJEC,43.671,142.447
6763,RJER,45.242,141.186
6764,RJFA,33.883,130.653
6765,RJFC,30.386,130.659
6766,RJFE,32.666,128.833
6767,RJFF,33.586,130.45
6768,RJFG,30.547,130.95
6769,RJFK,31.803,130.719
6770,RJFM,31.877,131.448
6771,RJFN,32.084,131.452
6772,RJFO,33.479,131.737
6773,RJFR,33.836,130.947
6774,RJFT,32.837,130.855
6775,RJFU,32.922,129.923
6777,RJFY,31.367,130.845
6778,RJFZ,33.685,131.041
6779,RJKA,28.431,129.712
6780,RJKB,27.425,128.701
6781,RJKN,27.836,128.881
6782,RJNF,36.143,136.224
6783,RJNG,35.394,136.869
6784,RJNH,34.75,137.703
6785,RJNK,36.394,136.408
6786,RJNN,35.255,136.924
6787,RJNO,36.181,133.325
6788,RJNT,36.648,137.187
6789,RJNY,34.813,138.298
6790,RJOA,34.435,132.922
6791,RJOB,34.757,133.856
6792,RJOC,35.414,132.89
6794,RJOF,34.034,131.549
6795,RJOH,35.492,133.236
6796,RJOI,34.144,132.236
6797,RJOK,33.544,133.671
6798,RJOM,33.827,132.7
6799,RJOO,34.785,135.438
6801,RJOR,35.53,134.166
6802,RJOS,34.133,134.606
6803,RJOT,34.214,134.016
6804,RJOY,34.596,135.603
6805,RJOZ,34.045,131.052
6806,RJSA,40.734,140.691
6807,RJSC,38.412,140.371
6809,RJSH,40.556,141.466
6810,RJSI,39.431,141.136
6811,RJSK,39.616,140.219
6812,RJSM,40.703,141.368
6814,RJSS,38.139,140.917
6815,RJST,38.405,141.219
6817,RJSY,38.812,139.787
6818,RJTA,35.454,139.45
6820,RJTE,34.987,139.829
6821,RJTF,35.672,139.528
6822,RJTH,33.115,139.786
6824,RJTJ,35.841,139.41
6825,RJTK,35.398,139.91
6826,RJTL,35.799,140.011
6827,RJTO,34.784,139.361
6828,RJTQ,34.072,139.56
6829,RJTR,35.514,139.394
6830,RJTT,35.552,139.779
6831,RJTY,35.748,139.348
6833,RKJJ,35.126,126.81
6834,RKJK,35.904,126.616
6835,RKJM,34.759,126.38
6836,RKJU,35.878,127.119
6837,RKJY,34.84,127.615
6838,RKNC,37.884,127.718
6839,RKND,38.148,128.601
6843,RKNN,37.753,128.944
6845,RKNW,37.438,127.96
6846,RKNY,38.061,128.669
6847,RKPC,33.511,126.493
6848,RKPE,35.141,128.696
6849,RKPK,35.179,128.938
6851,RKPP,35.171,129.129
6852,RKPS,35.088,128.07
6853,RKPU,35.593,129.352
6859,RKSG,36.961,127.033
6861,RKSM,37.446,127.114
6863,RKSO,37.091,127.029
6866,RKSS,37.558,126.791
6869,RKSW,37.239,127.007
6875,RKTH,35.988,129.42
6876,RKTJ,35.856,129.211
6877,RKTN,35.894,128.659
6879,RKTU,36.716,127.499
6880,RKTY,36.632,128.355
6881,ROAH,26.196,127.646
6882,RODE,26.729,127.762
6883,RODN,26.356,127.767
6884,ROIG,24.344,124.187
6885,ROKJ,26.363,126.714
6887,ROMD,25.846,131.263
6888,ROMY,24.783,125.295
6891,RORK,25.948,131.321
6892,RORS,24.827,125.145
6894,RORY,27.044,128.401
6895,ROTM,26.274,127.756
6896,ROYN,24.467,122.978
6897,RPLL,14.509,121.019
6898,RPMB,6.106,125.236
6899,RPMC,7.165,124.21
6901,RPML,8.414,124.611
6902,RPMM,7.617,124.059
6903,RPMP,7.828,123.46
6904,RPMR,6.058,125.096
6905,RPMS,9.758,125.481
6907,RPMZ,6.922,122.059
6909,RPUB,16.375,120.619
6911,RPUD,14.129,122.98
6913,RPUF,14.986,120.493
6914,RPUG,16.035,120.241
6915,RPUH,12.361,121.046
6916,RPUI,15.326,119.969
6919,RPUL,13.955,121.125
6920,RPUM,13.208,120.605
6921,RPUN,13.585,123.271
6922,RPUO,20.452,121.98
6923,RPUP,14.293,122.646
6924,RPUQ,17.554,120.357
6926,RPUS,16.596,120.303
6927,RPUT,17.638,121.731
6929,RPUV,13.578,124.206
6930,RPUW,13.361,121.825
6932,RPUY,16.93,121.753
6933,RPUZ,16.619,121.252
6934,RPVA,11.227,125.028
6935,RPVB,10.643,122.929
6936,RPVC,12.072,124.545
6937,RPVD,9.334,123.302
6939,RPVF,12.502,124.636
6940,RPVG,11.036,125.743
6942,RPVI,10.713,122.545
6943,RPVK,11.681,122.378
6945,RPVM,10.308,123.979
6947,RPVO,11.056,124.566
6948,RPVP,9.742,118.759
6949,RPVR,11.598,122.753
6950,RPVS,10.766,121.932
6981,SAAC,-31.297,-57.996
6982,SAAG,-33.006,-58.613
6983,SAAI,-35.348,-57.294
6984,SAAJ,-34.546,-60.931
6986,SAAP,-31.795,-60.48
6987,SAAR,-32.903,-60.784
6989,SAAV,-31.712,-60.812
6991,SABE,-34.559,-58.416
6992,SACC,-31.007,-64.532
6998,SACO,-31.324,-64.208
7001,SACT,-30.345,-66.294
7003,SADD,-34.501,-58.604
7004,SADF,-34.453,-58.589
7006,SADJ,-34.561,-58.789
7007,SADL,-34.972,-57.894
7008,SADM,-34.676,-58.642
7009,SADP,-34.61,-58.613
7012,SADS,-34.731,-58.599
7015,SAHC,-37.444,-70.222
7016,SAHR,-39.001,-67.62
7019,SAME,-32.832,-68.793
7023,SAMM,-35.484,-69.582
7024,SAMQ,-32.866,-68.872
7025,SAMR,-34.588,-68.403
7028,SANC,-28.596,-65.752
7029,SANE,-27.766,-64.31
7031,SANI,-28.038,-67.58
7032,SANL,-29.381,-66.796
7034,SANO,-29.224,-67.439
7035,SANT,-26.841,-65.105
7036,SANU,-31.571,-68.418
7038,SAOC,-33.086,-64.261
7039,SAOD,-31.941,-65.142
7041,SAOL,-34.135,-63.362
7042,SAOM,-32.684,-62.158
7043,SAOR,-33.73,-65.387
7044,SAOU,-33.273,-66.356
7046,SARC,-27.445,-58.762
7047,SARE,-27.45,-59.056
7048,SARF,-26.212,-58.228
7049,SARI,-25.738,-54.473
7050,SARL,-29.689,-57.152
7051,SARM,-30.272,-57.64
7053,SARP,-27.386,-55.971
7054,SARS,-26.756,-60.493
7055,SASA,-24.856,-65.486
7056,SASJ,-24.393,-65.098
7057,SASO,-23.153,-64.329
7058,SASQ,-22.162,-65.57
7060,SAST,-22.62,-63.794
7063,SATG,-29.106,-59.219
7065,SATK,-24.721,-60.549
7066,SATM,-29.223,-58.088
7067,SATO,-27.518,-55.124
7068,SATR,-29.21,-59.691
7069,SATU,-29.771,-57.979
7071,SAVB,-41.943,-71.532
7072,SAVC,-45.785,-67.466
7073,SAVD,-42.031,-71.17
7074,SAVE,-42.908,-71.139
7075,SAVH,-46.538,-68.966
7082,SAVT,-43.21,-65.27
7083,SAVV,-40.869,-63.0
7084,SAVY,-42.759,-65.102
7085,SAWA,-50.335,-72.248
7086,SAWB,-64.238,-56.631
7087,SAWD,-47.735,-65.904
7088,SAWE,-53.777,-67.749
7089,SAWG,-51.609,-69.313
7090,SAWH,-54.843,-68.296
7091,SAWJ,-49.307,-67.802
7095,SAWS,-44.048,-70.459
7096,SAWT,-51.606,-72.217
7097,SAWU,-50.016,-68.579
7099,SAZB,-38.725,-62.169
7100,SAZC,-37.446,-61.889
7101,SAZD,-36.32,-57.722
7103,SAZF,-36.891,-60.216
7104,SAZG,-35.696,-63.758
7105,SAZH,-38.387,-60.329
7106,SAZI,-36.187,-61.076
7109,SAZL,-36.542,-56.722
7110,SAZM,-37.934,-57.573
7111,SAZN,-38.949,-68.156
7112,SAZO,-38.489,-58.816
7113,SAZP,-35.846,-61.858
7115,SAZR,-36.588,-64.275
7116,SAZS,-41.151,-71.157
7117,SAZT,-37.237,-59.228
7119,SAZV,-37.235,-57.029
7120,SAZW,-38.939,-69.264
7121,SAZY,-40.075,-71.137
7122,SBAA,-8.348,-49.301
7123,SBAF,-22.875,-43.384
7124,SBAM,2.077,-50.862
7125,SBAQ,-21.812,-48.133
7126,SBAR,-10.984,-37.07
7127,SBAS,-22.638,-50.456
7128,SBAT,-9.866,-56.106
7129,SBAU,-21.141,-50.425
7130,SBAV,-22.526,-52.972
7131,SBBE,-1.379,-48.476
7132,SBBG,-31.39,-54.112
7133,SBBH,-19.852,-43.95
7134,SBBI,-25.405,-49.232
7135,SBBQ,-21.267,-43.761
7136,SBBR,-15.862,-47.913
7137,SBBU,-22.345,-49.054
7138,SBBV,2.846,-60.69
7139,SBBW,-15.861,-52.389
7140,SBCA,-25.0,-53.501
7141,SBCC,-9.334,-54.965
7142,SBCF,-19.634,-43.969
7143,SBCG,-20.469,-54.672
7144,SBCH,-27.134,-52.656
7145,SBCI,-7.32,-47.459
7147,SBCM,-28.726,-49.425
7148,SBCO,-29.946,-51.144
7149,SBCP,-21.698,-41.302
7150,SBCR,-19.012,-57.673
7151,SBCT,-25.528,-49.176
7152,SBCV,-17.652,-39.253
7153,SBCX,-29.197,-51.188
7154,SBCY,-15.653,-56.117
7155,SBCZ,-7.6,-72.769
7156,SBDN,-22.175,-51.424
7157,SBEG,-3.039,-60.05
7158,SBEK,-6.233,-57.777
7160,SBES,-22.813,-42.093
7162,SBFC,-20.592,-47.383
7163,SBFI,-25.596,-54.487
7164,SBFL,-27.672,-48.548
7165,SBFN,-3.855,-32.423
7166,SBFT,-20.278,-49.187
7167,SBFU,-20.703,-46.335
7168,SBFZ,-3.776,-38.532
7170,SBGL,-22.809,-43.244
7171,SBGM,-10.786,-65.285
7172,SBGO,-16.631,-49.222
7174,SBGR,-23.432,-46.469
7175,SBGS,-25.184,-50.144
7176,SBGW,-22.791,-45.205
7177,SBHT,-3.254,-52.254
7178,SBIC,-3.127,-58.481
7179,SBIH,-4.242,-56.001
7180,SBIL,-14.816,-39.033
7181,SBIP,-19.471,-42.488
7182,SBIT,-18.444,-49.213
7183,SBIZ,-5.531,-47.46
7185,SBJC,-1.414,-48.461
7186,SBJF,-21.791,-43.387
7187,SBJP,-7.27,-35.896
7189,SBJV,-26.225,-48.797
7191,SBKP,-23.008,-47.134
7192,SBLJ,-27.782,-50.281
7193,SBLN,-21.664,-49.73
7194,SBLO,-23.334,-51.13
7195,SBLP,-13.262,-43.408
7196,SBLS,-19.661,-43.896
7197,SBMA,-5.368,-49.138
7198,SBMD,-0.89,-52.602
7199,SBMG,-23.44,-51.907
7200,SBMK,-16.707,-43.819
7201,SBML,-22.197,-49.926
7202,SBMN,-3.146,-59.986
7203,SBMO,-9.51,-35.793
7204,SBMQ,0.051,-51.072
7206,SBMS,-5.202,-37.364
7207,SBMT,-23.509,-46.638
7208,SBMY,-5.811,-61.279
7209,SBNF,-26.88,-48.651
7210,SBNM,-28.282,-54.169
7211,SBNT,-5.911,-35.248
7212,SBOI,3.855,-51.797
7214,SBPA,-29.994,-51.171
7215,SBPB,-2.894,-41.732
7216,SBPC,-21.843,-46.568
7217,SBPF,-28.244,-52.326
7220,SBPK,-31.718,-52.328
7221,SBPL,-9.364,-40.564
7222,SBPN,-10.719,-48.4
7223,SBPP,-22.549,-55.703
7225,SBPV,-8.709,-63.902
7227,SBQV,-14.862,-40.863
7228,SBRB,-9.869,-67.894
7229,SBRF,-8.126,-34.923
7230,SBRG,-32.083,-52.166
7231,SBRJ,-22.91,-43.163
7232,SBRP,-21.134,-47.774
7235,SBSC,-22.932,-43.719
7237,SBSJ,-23.229,-45.861
7238,SBSL,-2.589,-44.236
7239,SBSM,-29.711,-53.688
7240,SBSP,-23.627,-46.655
7241,SBSR,-20.816,-49.406
7242,SBST,-23.925,-46.288
7243,SBSV,-12.911,-38.331
7245,SBTB,-1.489,-56.397
7246,SBTE,-5.06,-42.823
7247,SBTF,-3.383,-64.724
7248,SBTK,-8.155,-70.783
7249,SBTL,-24.317,-50.651
7250,SBTS,2.223,-55.946
7251,SBTT,-4.256,-69.936
7252,SBTU,-3.785,-49.719
7253,SBUA,-0.148,-66.986
7254,SBUF,-9.401,-38.251
7255,SBUG,-29.782,-57.038
7256,SBUL,-18.883,-48.226
7257,SBUP,-20.777,-51.565
7258,SBUR,-19.765,-47.965
7259,SBVG,-21.59,-45.473
7260,SBVH,-12.694,-60.098
7261,SBVT,-20.256,-40.289
7263,SBYA,0.607,-69.186
7264,SBYS,-21.985,-47.338
7265,SCAC,-41.906,-73.797
7266,SCAP,-43.615,-71.807
7267,SCAR,-18.348,-70.339
7268,SCBA,-45.916,-71.689
7269,SCBQ,-33.562,-70.688
7270,SCCC,-46.582,-71.698
7271,SCCF,-22.499,-68.904
7272,SCCH,-36.583,-72.032
7273,SCCI,-53.003,-70.855
7274,SCCY,-45.594,-72.106
7275,SCDA,-20.535,-70.181
7276,SCEL,-33.393,-70.786
7277,SCFA,-23.444,-70.445
7278,SCFM,-53.254,-70.319
7280,SCGE,-37.402,-72.426
7281,SCGZ,-54.931,-67.626
7282,SCHA,-27.296,-70.414
7283,SCIC,-34.967,-71.217
7284,SCIE,-36.773,-73.063
7285,SCIP,-27.165,-109.422
7286,SCJO,-40.611,-73.06
7287,SCLL,-28.598,-70.759
7290,SCRG,-34.174,-70.776
7291,SCRM,-62.191,-58.987
7292,SCSE,-29.916,-71.191
7293,SCSN,-33.657,-71.616
7295,SCST,-42.491,-73.774
7296,SCTB,-33.456,-70.547
7297,SCTC,-38.769,-72.636
7298,SCTE,-41.439,-73.094
7299,SCTI,-33.493,-70.698
7300,SCTN,-42.933,-72.699
7301,SCVD,-39.65,-73.086
7304,SEAM,-1.212,-78.574
7325,SECM,-1.706,-79.379
7327,SECO,-0.463,-76.986
7331,SECU,-2.889,-78.984
7339,SEGS,-0.454,-90.266
7340,SEGU,-2.158,-79.884
7341,SEGZ,-3.423,-78.573
7345,SEIB,0.338,-78.136
7354,SELA,0.092,-76.869
7357,SELJ,-1.704,-79.552
7358,SELM,-1.501,-79.481
